,選手名,球団,一軍,防御率,勝,負,S,奪三振,試合数,投球回,奪三振率,投球数,打者数,被安打,被本塁打,与四球,与死球,敬遠,失点,自責点,完投,完封,無四球,被打率,QS率,援護点,援護率,WHIP,UP打数,UP被安打,UP被打率,UP被本塁打,最高球速,最低球速,球速差,year,get_out
907,豊田拓矢,西,,1.50,0,0,0,7,6,6,10.50,123,29,7,0,3,0,0,1,1,0,0,0,.292,0.00%,0,0.00,1.67,0,0,.000,0,146,107,39,2016,18.0
908,牧田和久,西,,1.60,7,1,0,43,50,782/3,4.92,1184,312,54,3,16,10,2,15,14,0,0,0,.195,0.00%,0,0.00,0.86,135,29,.215,1,134,82,52,2016,236.0
909,増田達至,西,,1.66,3,5,28,53,53,541/3,8.78,897,232,51,1,15,2,5,13,10,0,0,0,.244,0.00%,0,0.00,1.12,106,23,.217,0,153,118,35,2016,163.0
910,髙橋朋己,西,,1.69,1,0,1,2,7,51/3,3.38,96,23,5,0,3,0,0,1,1,0,0,0,.263,0.00%,0,0.00,1.50,11,4,.364,0,144,111,33,2016,16.0
911,大石達也,西,,1.71,1,0,0,36,36,312/3,10.23,503,126,18,2,16,0,0,6,6,0,0,0,.168,0.00%,0,0.00,1.07,9,2,.222,1,150,117,33,2016,95.0
912,藤原良平,西,,2.08,2,0,0,9,10,13,6.23,208,52,11,0,3,1,0,3,3,0,0,0,.229,0.00%,0,0.00,1.08,10,2,.200,0,148,117,31,2016,39.0
913,南川忠亮,西,,2.25,0,0,0,1,4,4,2.25,78,19,3,0,4,0,0,1,1,0,0,0,.214,0.00%,0,0.00,1.75,0,0,.000,0,141,123,18,2016,12.0
914,岸孝之,西,,2.49,9,7,0,104,19,1301/3,7.18,2208,541,123,8,36,1,0,42,36,2,1,0,.252,78.95%,70,4.53,1.22,233,53,.227,5,150,99,51,2016,391.0
915,菊池雄星,西,,2.58,12,7,0,127,22,143,7.99,2406,595,117,7,67,2,0,51,41,2,0,0,.231,77.27%,79,4.71,1.29,270,59,.219,4,156,101,55,2016,429.0
916,ウルフ,西,,3.04,4,0,0,8,4,232/3,3.04,348,96,26,3,4,1,0,9,8,0,0,0,.292,75.00%,17,5.88,1.27,39,9,.231,1,148,120,28,2016,71.0
917,佐野泰雄,西,,3.29,1,1,0,11,15,271/3,3.62,461,116,22,2,15,1,0,14,10,0,0,0,.234,0.00%,2,2.25,1.35,19,5,.263,0,148,95,53,2016,82.0
918,武隈祥太,西,,3.54,5,3,0,53,64,61,7.82,1063,261,58,5,20,1,0,24,24,0,0,0,.247,0.00%,0,0.00,1.28,58,18,.310,2,144,100,44,2016,183.0
919,小石博孝,西,,3.74,0,2,1,55,50,742/3,6.63,1325,324,62,2,39,13,2,33,31,0,0,0,.238,0.00%,0,0.00,1.33,28,3,.107,1,145,92,53,2016,224.0
920,野上亮磨,西,,3.87,3,9,1,62,22,107,5.21,1771,474,112,10,43,5,0,56,46,0,0,0,.275,44.44%,47,3.99,1.45,201,61,.303,8,147,100,47,2016,321.0
921,野田昇吾,西,,3.93,0,0,0,15,22,181/3,7.36,313,80,21,1,5,1,0,8,8,0,0,0,.288,0.00%,0,0.00,1.42,14,5,.357,0,145,121,24,2016,55.0
922,多和田真三郎,西,,4.38,7,5,0,91,18,982/3,8.30,1763,433,101,6,40,8,0,51,48,2,1,0,.270,38.89%,67,5.74,1.43,179,54,.302,2,150,102,48,2016,296.0
923,髙橋光成,西,,4.42,4,11,0,89,22,118,6.79,2064,529,134,10,51,5,0,73,58,2,1,0,.293,42.11%,54,4.12,1.57,273,77,.282,6,152,111,41,2016,354.0
924,ポーリーノ,西,,4.70,0,6,0,32,9,44,6.55,828,203,44,3,25,2,0,31,23,0,0,0,.260,37.50%,17,3.40,1.57,81,21,.259,3,155,112,43,2016,132.0
925,バスケス,西,,5.51,0,0,0,13,19,161/3,7.16,317,75,12,2,11,1,0,11,10,0,0,0,.190,0.00%,0,0.00,1.41,13,2,.154,0,156,121,35,2016,49.0
926,佐藤勇,西,,5.76,1,3,0,17,7,25,6.12,447,111,24,3,13,5,0,16,16,0,0,0,.264,0.00%,5,2.25,1.48,37,8,.216,1,147,109,38,2016,75.0
927,中﨑雄太,西,,6.00,0,0,0,3,8,6,4.50,106,23,4,1,2,1,0,4,4,0,0,0,.200,0.00%,0,0.00,1.00,0,0,.000,0,130,102,28,2016,18.0
928,バンヘッケン,西,,6.31,0,4,0,35,10,452/3,6.90,874,218,59,3,26,2,0,34,32,0,0,0,.326,20.00%,18,3.24,1.86,98,30,.306,3,145,105,40,2016,137.0
929,十亀剣,西,,6.31,4,6,0,41,21,711/3,5.17,1322,335,85,3,31,9,0,55,50,0,0,0,.295,15.38%,31,4.29,1.63,188,58,.309,3,148,94,54,2016,214.0
930,Ｃ．Ｃ．リー,西,,6.48,0,0,0,13,18,162/3,7.02,322,80,25,1,5,0,0,14,12,0,0,0,.338,0.00%,0,0.00,1.80,4,0,.000,0,153,123,30,2016,50.0
931,岡本篤志,西,,6.75,0,0,0,2,4,22/3,6.75,49,13,4,0,2,0,0,2,2,0,0,0,.400,0.00%,0,0.00,2.25,0,0,.000,0,142,124,18,2016,8.0
932,本田圭佑,西,,7.71,0,1,0,3,2,42/3,5.79,94,23,8,0,1,1,0,4,4,0,0,0,.400,0.00%,0,0.00,1.93,5,2,.400,0,143,107,36,2016,14.0
933,郭俊麟,西,,8.46,0,3,0,20,12,221/3,8.06,429,107,28,2,10,4,0,23,21,0,0,0,.322,0.00%,3,3.00,1.70,23,10,.435,1,151,110,41,2016,67.0
934,岩尾利弘,西,,9.00,0,0,0,1,2,3,3.00,58,13,5,0,2,0,0,3,3,0,0,0,.455,0.00%,0,0.00,2.33,0,0,.000,0,145,115,30,2016,9.0
935,誠,西,,11.74,0,2,0,4,2,72/3,4.70,144,37,11,0,7,0,0,10,10,0,0,0,.407,0.00%,1,1.13,2.35,15,7,.467,0,145,105,40,2016,23.0
936,岡本洋介,西,,19.29,0,0,0,1,4,42/3,1.93,118,27,10,0,4,0,0,10,10,0,0,0,.455,0.00%,0,0.00,3.00,2,1,.500,0,145,100,45,2016,14.0
937,根本朋久,日,,0.00,0,0,0,6,7,121/3,4.38,183,44,8,0,4,0,0,0,0,0,0,0,.200,0.00%,0,0.00,0.97,3,0,.000,0,142,113,29,2012,37.0
938,木田優夫,日,,0.00,0,0,0,0,1,1,0.00,21,5,2,0,1,0,0,0,0,0,0,0,.500,0.00%,0,0.00,3.00,0,0,.000,0,140,124,16,2012,3.0
939,糸数敬作,日,,0.00,0,0,0,0,1,01/3,0.00,10,3,1,0,1,0,0,0,0,0,0,0,1.000,0.00%,0,0.00,6.00,0,0,.000,0,142,117,25,2012,1.0
940,石井裕也,日,○,1.59,2,1,0,18,18,17,9.53,254,65,8,2,6,0,0,3,3,0,0,0,.138,0.00%,0,0.00,0.82,16,3,.188,1,145,116,29,2012,51.0
941,吉川光夫,日,,1.71,14,5,0,158,25,1732/3,8.19,2607,668,108,6,45,4,1,35,33,5,3,2,.179,68.00%,57,2.82,0.88,417,73,.175,3,152,94,58,2012,521.0
942,中村勝,日,,1.79,2,2,0,29,8,451/3,5.76,732,184,36,2,16,1,0,10,9,0,0,0,.220,50.00%,12,2.16,1.15,95,20,.211,2,152,88,64,2012,136.0
943,宮西尚生,日,○,2.25,2,2,0,56,66,60,8.40,987,244,51,4,14,4,1,18,15,0,0,0,.232,0.00%,0,0.00,1.07,133,33,.248,3,148,109,39,2012,180.0
944,武田久,日,○,2.32,4,4,32,34,56,541/3,5.63,833,230,56,2,19,0,3,14,14,0,0,0,.275,0.00%,0,0.00,1.33,130,40,.308,1,144,111,33,2012,163.0
945,武田勝,日,○,2.36,11,7,0,90,28,1822/3,4.43,2489,709,159,10,30,4,1,50,48,4,2,2,.243,75.00%,75,3.55,1.03,400,100,.250,4,141,89,52,2012,548.0
946,ウルフ,日,○,2.66,10,9,0,83,26,149,5.01,2246,628,155,2,40,6,3,49,44,1,0,0,.275,64.00%,53,3.04,1.29,283,70,.247,2,151,118,33,2012,447.0
947,増井浩俊,日,○,2.76,5,5,7,69,73,712/3,8.67,1070,298,65,2,25,0,2,26,22,0,0,0,.246,0.00%,0,0.00,1.23,184,39,.212,1,154,109,45,2012,215.0
948,榊原諒,日,,2.95,0,0,0,18,17,211/3,7.59,332,94,23,2,8,0,0,9,7,0,0,0,.274,0.00%,0,0.00,1.45,3,1,.333,0,143,101,42,2012,64.0
949,矢貫俊之,日,,3.24,1,0,1,23,22,331/3,6.21,564,144,34,4,15,0,0,12,12,0,0,0,.281,0.00%,0,0.00,1.47,13,2,.154,0,149,108,41,2012,100.0
950,モルケン,日,,3.27,2,1,0,18,23,22,7.36,373,91,20,1,8,0,1,8,8,0,0,0,.253,0.00%,0,0.00,1.23,30,9,.300,0,153,125,28,2012,66.0
951,八木智哉,日,,3.38,6,3,0,37,13,662/3,5.00,1038,285,67,4,16,6,1,27,25,1,1,0,.263,38.46%,44,5.74,1.23,131,33,.252,3,141,107,34,2012,200.0
952,谷元圭介,日,,3.52,2,2,0,39,28,611/3,5.72,944,257,61,3,16,1,0,24,24,0,0,0,.262,42.86%,16,3.43,1.26,138,38,.275,3,148,106,42,2012,184.0
953,多田野数人,日,,3.70,6,5,0,48,18,90,4.80,1255,372,92,9,17,1,0,41,37,0,0,0,.268,52.94%,48,4.50,1.21,194,49,.253,4,143,107,36,2012,270.0
954,植村祐介,日,,3.75,1,0,0,12,9,12,9.00,197,51,8,1,7,1,0,5,5,0,0,0,.186,0.00%,0,0.00,1.25,0,0,.000,0,147,100,47,2012,36.0
955,若竹竜士,日,,3.86,0,0,0,0,2,21/3,0.00,57,14,3,1,3,1,0,1,1,0,0,0,.333,0.00%,0,0.00,2.57,0,0,.000,0,143,94,49,2012,7.0
956,斎藤佑樹,日,,3.98,5,8,0,59,19,104,5.11,1712,480,126,8,48,2,1,60,46,2,1,0,.300,50.00%,52,4.29,1.66,225,66,.293,4,145,108,37,2012,312.0
957,森内壽春,日,○,4.01,0,1,0,37,56,602/3,5.49,1058,247,49,6,24,0,1,27,27,0,0,0,.226,0.00%,0,0.00,1.19,56,15,.268,1,145,102,43,2012,182.0
958,乾真大,日,○,5.51,1,2,0,32,36,322/3,8.82,603,140,28,3,16,0,0,20,20,0,0,0,.230,0.00%,0,0.00,1.35,16,3,.188,1,146,111,35,2012,98.0
959,ケッペル,日,,9.00,0,1,0,2,2,6,3.00,120,31,12,0,2,0,0,6,6,0,0,0,.414,0.00%,4,5.14,2.33,21,8,.381,0,149,123,26,2012,18.0
960,土屋健二,日,,99.99,0,1,0,0,1,0,0.00,12,5,4,1,1,0,0,5,5,0,0,0,1.000,0.00%,0,0.00,0.00,1,1,1.000,1,141,118,23,2012,0.0
961,榊原諒,日,,0.00,0,0,0,2,2,4,4.50,57,17,4,0,2,0,0,3,0,0,0,0,.267,0.00%,0,0.00,1.50,0,0,.000,0,141,124,17,2013,12.0
962,宮西尚生,日,○,1.74,3,1,0,39,57,462/3,7.52,791,197,40,1,16,2,3,12,9,0,0,0,.234,0.00%,0,0.00,1.14,83,20,.241,0,147,104,43,2013,140.0
963,河野秀数,日,○,2.23,0,2,0,24,33,321/3,6.68,607,135,24,1,20,3,2,13,8,0,0,0,.218,0.00%,0,0.00,1.30,23,4,.174,0,144,104,40,2013,97.0
964,武田久,日,○,2.28,2,2,31,28,47,471/3,5.32,877,227,64,3,16,3,3,13,12,0,0,0,.322,0.00%,0,0.00,1.63,126,38,.302,1,146,109,37,2013,142.0
965,石井裕也,日,○,2.74,4,6,0,35,51,46,6.85,788,202,45,2,23,0,1,18,14,0,0,0,.263,0.00%,0,0.00,1.46,85,30,.353,2,147,84,63,2013,138.0
966,多田野数人,日,○,2.79,0,2,0,6,4,191/3,2.79,290,81,11,3,11,1,1,8,6,0,0,0,.167,33.33%,3,1.80,1.09,32,6,.188,2,144,118,26,2013,58.0
967,ウルフ,日,,3.05,9,6,0,60,22,130,4.15,2036,550,134,6,32,5,0,50,44,1,1,0,.271,50.00%,60,3.94,1.28,259,76,.293,3,152,112,40,2013,390.0
968,吉川光夫,日,○,3.31,7,15,0,125,26,1601/3,7.02,2678,686,150,10,57,5,0,72,59,1,0,0,.250,65.38%,65,3.44,1.29,317,82,.259,4,152,106,46,2013,481.0
969,鍵谷陽平,日,,3.33,2,3,1,42,38,54,7.00,941,231,41,4,33,1,0,21,20,0,0,0,.212,0.00%,3,2.70,1.37,66,11,.167,1,151,107,44,2013,162.0
970,矢貫俊之,日,○,3.43,2,3,0,59,57,652/3,8.09,1121,279,61,2,27,2,0,30,25,0,0,0,.250,0.00%,0,0.00,1.34,59,17,.288,2,150,102,48,2013,197.0
971,榎下陽大,日,○,3.65,1,0,0,9,9,121/3,6.57,180,47,8,1,2,1,0,5,5,0,0,0,.182,0.00%,0,0.00,0.81,0,0,.000,0,147,106,41,2013,37.0
972,木佐貫洋,日,○,3.66,9,8,0,95,24,145,5.90,2298,620,141,10,50,5,1,64,59,2,1,1,.255,58.33%,80,4.74,1.31,335,87,.260,4,149,110,39,2013,435.0
973,モルケン,日,,3.68,0,0,0,5,5,71/3,6.14,132,34,9,1,2,1,0,4,3,0,0,0,.300,0.00%,0,0.00,1.50,0,0,.000,0,153,128,25,2013,22.0
974,増井浩俊,日,○,3.71,4,4,4,63,66,63,9.00,1048,273,71,3,16,3,1,28,26,0,0,0,.287,0.00%,0,0.00,1.37,122,31,.254,1,155,116,39,2013,189.0
975,武田勝,日,,3.91,8,7,0,47,22,129,3.28,1905,546,139,11,27,4,1,62,56,2,0,0,.279,54.55%,79,5.19,1.28,208,57,.274,3,134,92,42,2013,387.0
976,谷元圭介,日,,3.93,6,6,1,53,31,891/3,5.34,1576,388,92,10,38,2,2,45,39,0,0,0,.271,30.77%,31,4.04,1.43,152,42,.276,4,150,104,46,2013,268.0
977,根本朋久,日,,4.15,0,0,0,3,6,82/3,3.12,137,37,7,3,5,1,0,4,4,0,0,0,.226,0.00%,0,0.00,1.38,0,0,.000,0,137,110,27,2013,26.0
978,大谷翔平,日,○,4.23,3,0,0,46,13,612/3,6.71,1098,274,57,4,33,8,0,30,29,0,0,0,.250,18.18%,33,4.71,1.46,117,29,.248,2,157,97,60,2013,185.0
979,大塚豊,日,,4.66,0,0,0,5,8,92/3,4.66,147,42,11,1,4,0,0,5,5,0,0,0,.297,0.00%,0,0.00,1.55,0,0,.000,0,144,106,38,2013,29.0
980,中村勝,日,,5.11,1,4,0,18,13,44,3.68,749,192,46,3,25,3,0,25,25,0,0,0,.288,0.00%,17,4.14,1.61,65,13,.200,2,141,91,50,2013,132.0
981,齊藤勝,日,,5.40,0,0,0,3,5,31/3,8.10,65,15,1,0,4,0,0,3,2,0,0,0,.091,0.00%,0,0.00,1.50,0,0,.000,0,141,113,28,2013,10.0
982,乾真大,日,,6.04,0,0,0,22,19,281/3,6.99,522,132,36,2,13,1,0,19,19,0,0,0,.313,0.00%,0,0.00,1.73,1,1,1.000,0,146,116,30,2013,85.0
983,ケッペル,日,,6.14,2,5,0,16,8,362/3,3.93,660,171,41,3,20,4,0,28,25,0,0,0,.304,12.50%,15,3.38,1.66,54,18,.333,1,146,117,29,2013,110.0
984,森内壽春,日,,7.00,0,0,0,6,5,9,6.00,204,47,13,3,6,0,0,9,7,0,0,0,.333,0.00%,0,0.00,2.11,0,0,.000,0,144,96,48,2013,27.0
985,トーマス,日,,8.71,0,2,0,6,3,101/3,5.23,220,53,13,0,9,1,0,14,10,0,0,0,.317,0.00%,5,4.09,2.13,27,9,.333,0,146,115,31,2013,31.0
986,屋宜照悟,日,,11.57,1,0,0,3,3,42/3,5.79,114,26,10,0,4,0,0,6,6,0,0,0,.455,0.00%,0,0.00,3.00,5,1,.200,0,148,124,24,2013,14.0
987,斎藤佑樹,日,,13.50,0,1,0,1,1,4,2.25,78,23,5,0,5,1,0,6,6,0,0,0,.313,0.00%,0,0.00,2.50,5,2,.400,0,141,118,23,2013,12.0
988,新垣勇人,日,,14.54,0,1,0,3,1,41/3,6.23,97,24,10,2,0,0,0,7,7,0,0,0,.417,0.00%,0,0.00,2.31,8,3,.375,1,144,108,36,2013,13.0
989,森内壽春,日,,0.00,0,0,0,2,5,41/3,4.15,88,20,3,0,3,1,0,0,0,0,0,0,.188,0.00%,0,0.00,1.38,0,0,.000,0,142,104,38,2014,13.0
990,谷元圭介,日,○,1.59,5,1,1,63,52,68,8.34,1119,260,41,4,19,2,0,14,12,0,0,0,.177,0.00%,0,0.00,0.88,56,11,.196,1,150,101,49,2014,204.0
991,宮西尚生,日,,2.16,1,5,0,46,62,50,8.28,846,218,47,2,23,4,4,14,12,0,0,0,.263,0.00%,0,0.00,1.32,98,33,.337,1,148,120,28,2014,150.0
992,鍵谷陽平,日,○,2.20,1,0,0,27,21,282/3,8.48,459,119,25,4,10,2,0,9,7,0,0,0,.243,0.00%,0,0.00,1.22,13,1,.077,0,151,114,37,2014,86.0
993,増井浩俊,日,○,2.48,5,6,23,59,56,58,9.16,966,243,47,5,24,1,4,16,16,0,0,0,.225,0.00%,0,0.00,1.16,120,31,.258,3,158,101,57,2014,174.0
994,大谷翔平,日,○,2.61,11,4,0,179,24,1551/3,10.37,2538,639,125,7,57,4,0,50,45,3,2,0,.223,58.33%,71,3.90,1.17,321,71,.221,4,162,103,59,2014,466.0
995,クロッタ,日,○,2.62,4,5,6,36,61,581/3,5.55,912,241,49,4,16,5,6,23,17,0,0,0,.230,0.00%,0,0.00,1.01,125,30,.240,1,156,121,35,2014,175.0
996,木佐貫洋,日,,3.12,1,3,0,21,5,26,7.27,438,115,29,1,7,0,0,12,9,0,0,0,.284,40.00%,11,3.67,1.38,58,17,.293,1,144,111,33,2014,78.0
997,上沢直之,日,○,3.19,8,8,0,105,23,1351/3,6.98,2270,559,113,14,45,7,0,49,48,2,1,0,.230,59.09%,62,3.99,1.17,217,55,.253,6,149,102,47,2014,406.0
998,白村明弘,日,○,3.27,1,0,1,10,10,11,8.18,207,49,9,1,6,1,0,4,4,0,0,0,.225,0.00%,0,0.00,1.36,7,1,.143,0,153,124,29,2014,33.0
999,浦野博司,日,,3.68,7,4,0,78,20,115,6.10,1773,473,104,13,36,3,1,51,47,1,0,0,.246,47.37%,74,5.64,1.21,229,64,.279,5,149,109,40,2014,345.0
1000,中村勝,日,,3.79,8,2,0,43,18,971/3,3.98,1698,420,89,12,48,5,0,43,41,1,1,0,.251,50.00%,70,6.24,1.41,175,46,.263,5,143,87,56,2014,292.0
1001,メンドーサ,日,,3.89,7,13,0,119,26,162,6.61,2646,698,170,6,45,10,1,75,70,1,0,0,.273,65.38%,75,3.90,1.32,337,93,.276,1,155,104,51,2014,486.0
1002,アンソニー・カーター,日,○,3.97,0,5,1,33,48,451/3,6.55,752,195,42,2,24,0,2,20,20,0,0,0,.255,0.00%,0,0.00,1.41,72,20,.278,1,155,110,45,2014,136.0
1003,河野秀数,日,,4.24,1,0,0,14,23,17,7.41,346,81,18,2,13,2,0,8,8,0,0,0,.290,0.00%,0,0.00,1.82,6,2,.333,0,145,114,31,2014,51.0
1004,石井裕也,日,,4.66,1,0,0,6,13,92/3,5.59,233,49,14,1,8,0,0,7,5,0,0,0,.341,0.00%,0,0.00,2.28,2,2,1.000,1,148,119,29,2014,29.0
1005,斎藤佑樹,日,,4.85,2,1,0,20,6,26,6.92,465,118,28,4,16,1,0,15,14,0,0,0,.283,16.67%,7,2.42,1.69,58,15,.259,3,145,116,29,2014,78.0
1006,吉川光夫,日,,4.87,3,4,0,49,13,72,6.12,1312,329,79,7,36,2,0,45,39,0,0,0,.279,38.46%,36,4.32,1.60,118,30,.254,2,149,101,48,2014,216.0
1007,大塚豊,日,,4.95,1,0,0,9,14,20,4.05,336,91,18,3,14,1,0,11,11,0,0,0,.240,0.00%,0,0.00,1.60,12,3,.250,0,143,96,47,2014,60.0
1008,矢貫俊之,日,○,5.00,2,2,0,18,15,27,6.00,426,118,27,1,10,2,0,15,15,0,0,0,.262,0.00%,0,0.00,1.37,25,10,.400,1,150,94,56,2014,81.0
1009,多田野数人,日,,5.06,0,0,0,1,5,51/3,1.69,83,25,9,0,0,0,0,3,3,0,0,0,.360,0.00%,0,0.00,1.69,0,0,.000,0,139,121,18,2014,16.0
1010,藤岡好明,日,,5.25,1,0,0,8,9,12,6.00,207,57,18,0,4,0,1,8,7,0,0,0,.353,0.00%,0,0.00,1.75,19,8,.421,0,144,114,30,2014,36.0
1011,武田勝,日,,5.98,3,4,0,33,25,612/3,4.82,964,278,72,12,20,2,1,43,41,0,0,0,.287,11.11%,26,5.20,1.48,96,30,.313,7,134,97,37,2014,185.0
1012,齊藤勝,日,,6.75,0,0,0,4,4,4,9.00,85,20,4,0,4,0,0,3,3,0,0,0,.250,0.00%,0,0.00,2.00,0,0,.000,0,140,114,26,2014,12.0
1013,武田久,日,,8.22,0,1,1,7,9,72/3,8.22,190,48,16,0,5,0,0,10,7,0,0,0,.381,0.00%,0,0.00,2.74,14,6,.429,0,146,115,31,2014,23.0
1014,金平将至,日,,10.50,0,0,0,5,6,6,7.50,139,34,13,1,2,1,0,7,7,0,0,0,.433,0.00%,0,0.00,2.50,0,0,.000,0,142,115,27,2014,18.0
1015,新垣勇人,日,,15.75,0,0,0,3,2,4,6.75,91,23,7,2,2,1,0,10,7,0,0,0,.350,0.00%,7,12.60,2.25,12,3,.250,1,144,113,31,2014,12.0
1016,乾真大,日,,18.00,0,0,0,2,1,1,18.00,29,7,3,0,1,0,0,2,2,0,0,0,.500,0.00%,0,0.00,4.00,0,0,.000,0,144,127,17,2014,3.0
1017,榎下陽大,日,,54.00,0,0,0,0,1,01/3,0.00,14,3,1,0,1,0,0,2,2,0,0,0,.500,0.00%,0,0.00,6.00,0,0,.000,0,141,106,35,2014,1.0
1018,金平将至,日,,0.00,0,0,0,1,4,31/3,2.70,44,12,2,0,1,0,0,0,0,0,0,0,.182,0.00%,0,0.00,0.90,0,0,.000,0,139,119,20,2015,10.0
1019,森内壽春,日,,0.00,0,0,0,2,2,2,9.00,44,8,2,0,0,0,0,0,0,0,0,0,.250,0.00%,0,0.00,1.00,0,0,.000,0,141,102,39,2015,6.0
1020,木佐貫洋,日,,0.00,0,0,0,2,1,1,18.00,11,3,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,142,117,25,2015,3.0
1021,増井浩俊,日,○,1.50,0,1,39,71,56,60,10.65,904,238,44,1,19,0,0,11,10,0,0,0,.206,0.00%,0,0.00,1.05,119,20,.168,1,154,119,35,2015,180.0
1022,ガラテ,日,,1.71,3,1,0,19,13,261/3,6.49,524,116,20,0,17,4,1,9,5,0,0,0,.220,0.00%,12,7.71,1.37,20,7,.350,0,146,116,30,2015,79.0
1023,白村明弘,日,○,2.03,1,1,0,66,50,572/3,10.30,978,233,42,6,19,3,0,16,13,0,0,0,.205,0.00%,0,0.00,1.06,58,12,.207,0,154,118,36,2015,173.0
1024,石井裕也,日,○,2.06,0,1,0,26,51,35,6.69,597,151,31,0,14,1,0,15,8,0,0,0,.242,0.00%,0,0.00,1.29,17,3,.176,0,145,114,31,2015,105.0
1025,大谷翔平,日,○,2.24,15,5,0,196,22,1602/3,10.98,2462,621,100,7,46,3,0,40,40,5,3,0,.180,72.73%,70,3.82,0.91,304,55,.181,4,161,105,56,2015,482.0
1026,宮西尚生,日,,2.70,3,3,0,30,50,40,6.75,617,163,29,4,11,1,1,19,12,0,0,0,.196,0.00%,0,0.00,0.98,72,18,.250,4,147,118,29,2015,120.0
1027,大塚豊,日,,3.00,0,0,0,1,2,3,3.00,51,13,1,0,3,0,0,1,1,0,0,0,.100,0.00%,0,0.00,1.33,0,0,.000,0,145,112,33,2015,9.0
1028,谷元圭介,日,○,3.18,4,2,0,47,61,562/3,7.46,950,241,54,0,15,2,1,21,20,0,0,0,.248,0.00%,0,0.00,1.20,62,18,.290,0,149,102,47,2015,170.0
1029,乾真大,日,○,3.24,0,0,0,10,6,81/3,10.80,165,39,6,1,6,0,0,3,3,0,0,0,.188,0.00%,0,0.00,1.44,0,0,.000,0,146,121,25,2015,25.0
1030,瀬川隼郎,日,,3.38,0,0,0,9,9,102/3,7.59,214,47,11,0,5,0,0,4,4,0,0,0,.262,0.00%,0,0.00,1.50,0,0,.000,0,146,112,34,2015,32.0
1031,メンドーサ,日,○,3.51,10,8,0,85,26,1482/3,5.15,2373,626,134,8,62,8,1,63,58,1,0,1,.248,44.00%,74,4.27,1.31,299,72,.241,3,150,109,41,2015,446.0
1032,矢貫俊之,日,,3.60,0,0,0,11,9,15,6.60,244,60,15,1,4,0,0,6,6,0,0,0,.278,0.00%,0,0.00,1.27,0,0,.000,0,148,105,43,2015,45.0
1033,高梨裕稔,日,○,3.68,0,1,0,7,2,71/3,8.59,135,31,5,1,3,1,0,5,3,0,0,0,.185,0.00%,0,0.00,1.09,14,1,.071,0,146,106,40,2015,22.0
1034,吉川光夫,日,,3.84,11,8,0,93,26,1591/3,5.25,2632,684,151,16,57,11,0,72,68,2,0,0,.251,50.00%,86,4.72,1.31,316,80,.253,8,151,102,49,2015,478.0
1035,屋宜照悟,日,,3.96,2,0,0,11,18,25,3.96,361,104,24,3,6,1,0,15,11,0,0,0,.250,0.00%,0,0.00,1.20,8,2,.250,0,148,130,18,2015,75.0
1036,中村勝,日,,4.17,2,4,0,26,10,492/3,4.71,848,218,41,5,33,3,0,23,23,1,0,0,.237,55.56%,23,4.40,1.49,85,22,.259,3,143,88,55,2015,149.0
1037,上沢直之,日,,4.18,5,6,0,43,13,751/3,5.14,1279,335,75,6,30,5,0,41,35,1,0,0,.257,53.85%,45,5.13,1.39,145,42,.290,2,147,98,49,2015,226.0
1038,鍵谷陽平,日,○,4.67,5,3,0,32,40,342/3,8.31,638,159,45,3,12,1,0,23,18,0,0,0,.324,0.00%,0,0.00,1.64,44,14,.318,1,151,111,40,2015,104.0
1039,藤岡好明,日,,4.70,0,0,0,2,6,72/3,2.35,155,35,11,1,2,0,0,4,4,0,0,0,.333,0.00%,0,0.00,1.70,0,0,.000,0,142,112,30,2015,23.0
1040,有原航平,日,○,4.79,8,6,0,81,18,1031/3,7.05,1780,453,113,13,32,3,0,60,55,1,1,1,.278,44.44%,61,5.08,1.40,175,50,.286,4,154,102,52,2015,310.0
1041,浦野博司,日,,4.81,3,3,0,33,12,43,6.91,772,195,51,5,19,0,0,26,23,0,0,0,.298,57.14%,11,2.75,1.63,87,21,.241,1,146,108,38,2015,129.0
1042,須永英輝,日,,5.06,0,0,0,2,5,51/3,3.38,98,24,7,2,1,0,0,4,3,0,0,0,.304,0.00%,0,0.00,1.50,0,0,.000,0,144,118,26,2015,16.0
1043,ライブリー,日,○,5.30,0,0,0,22,16,182/3,10.61,380,89,19,0,15,1,0,14,11,0,0,0,.271,0.00%,0,0.00,1.82,2,0,.000,0,152,124,28,2015,56.0
1044,斎藤佑樹,日,,5.74,1,3,0,24,12,421/3,5.10,697,190,52,5,14,1,0,28,27,0,0,0,.304,14.29%,17,3.92,1.56,69,20,.290,1,147,112,35,2015,127.0
1045,武田勝,日,,5.84,3,2,0,15,9,37,3.65,612,168,51,6,5,4,0,26,24,0,0,0,.327,0.00%,25,5.36,1.51,74,24,.324,4,133,108,25,2015,111.0
1046,新垣勇人,日,,6.55,1,2,0,8,3,11,6.55,192,46,14,5,1,0,0,8,8,0,0,0,.318,0.00%,3,2.25,1.36,25,8,.320,3,144,111,33,2015,33.0
1047,クロッタ,日,,6.59,2,2,0,18,30,282/3,5.65,538,145,36,2,19,5,1,24,21,0,0,0,.308,0.00%,0,0.00,1.88,23,10,.435,0,154,124,30,2015,86.0
